id|wkt
1|POLYGON((18.3791159094146 -5.04532839481601,18.9182749598452 -5.84004731075032,17.5951844996882 -6.55495804507859,17.2004089035887 -5.21838419151697,18.3791159094146 -5.04532839481601))
2|POLYGON((15.2648972236279 -53.8891916971776,15.1872096508824 -54.2655004480426,14.8591129143389 -54.1613880990603,14.50267238268 -53.8471476085533,15.2648972236279 -53.8891916971776))
3|POLYGON((20.7835581074336 11.8806013804324,21.2330645293863 11.3900961824656,21.7086559757458 11.1868606523501,21.3603543637171 10.8240142648628,20.7309549430158 11.4531886219311,20.4062097834756 11.340083790299,20.2439660094155 12.0367435463365,20.7835581074336 11.8806013804324))
4|POLYGON((105.520237437779 40.6141011580399,105.572590232641 39.8038603020193,105.137884277199 39.5656246435084,104.87154080569 39.820060735712,105.520237437779 40.6141011580399))
5|POLYGON((98.372147623493 50.9693672334614,98.8340748824804 50.1312531407708,97.7558772618681 50.4492182698809,98.2632236081057 50.7480049785354,98.372147623493 50.9693672334614))
6|POLYGON((-153.257647513222 68.7585527762499,-153.334591627121 68.5616454262305,-153.775550348205 68.292008394178,-153.852490875302 68.2482666215505,-153.114025387387 67.9531587815452,-153.649381873716 67.8695851129449,-154.344850801582 67.6632477183751,-154.706733250496 68.2161048456428,-153.922051724743 68.7621609603462,-153.257647513222 68.7585527762499))
7|POLYGON((90.3477264738904 -47.5352777873373,90.2525086485843 -47.9891368063916,90.3326311435248 -48.7182723785331,89.9238925651638 -48.565591595841,89.6855566344594 -48.8999974671278,89.7290349023384 -48.1276478464788,89.7106911790503 -47.8039646707607,90.3477264738904 -47.5352777873373))
8|POLYGON((-95.9586602326248 6.4756763038967,-94.9893610624836 5.83020847377673,-95.9439149833289 5.21877896825686,-96.228107389647 5.29458242938335,-96.7760057394095 5.46926337176015,-96.5659430356384 5.64033575433675,-96.4283784945672 6.35455168000678,-95.977560168628 6.05670804751329,-95.9586602326248 6.4756763038967))
9|POLYGON((-171.960572780204 7.14011649485473,-171.523739709368 6.61142784772967,-171.624575034951 6.58143861968301,-172.381559015195 6.69042438701137,-172.687476026194 7.28477208758282,-172.230426948717 7.74827001407036,-171.960572780204 7.14011649485473))
10|POLYGON((-105.284519062286 52.0938595556403,-104.807825429363 51.3864412106382,-105.459833738714 51.4043220481694,-105.53737463085 51.3174705431766,-105.974785402746 52.1596202384982,-105.284519062286 52.0938595556403))
11|POLYGON((-57.4416834918983 18.8596611345258,-57.1541043547813 18.3085895689419,-57.395617237219 17.9075857096642,-57.703666499024 17.6007595488407,-57.5443757499986 17.9801974688619,-57.607732170343 18.3644638996271,-57.4416834918983 18.8596611345258))
12|POLYGON((122.561731705344 36.2385679257371,122.486588958913 36.0694193870108,122.382111129592 35.8605253440188,122.300628589263 36.1682277271809,122.561731705344 36.2385679257371))
13|POLYGON((-149.76730327911 -61.1663689408311,-149.508563421855 -62.0532533807029,-150.312657020629 -62.7570349580144,-150.667404988157 -61.4242630298991,-149.76730327911 -61.1663689408311))
14|POLYGON((-65.6014573348791 -33.7318748839974,-65.0315583061227 -33.1371090494761,-65.3522814941222 -34.1094486097552,-66.3094561207148 -33.9057101776699,-65.6014573348791 -33.7318748839974))
15|POLYGON((109.40123416902 21.4870209756847,109.305744145338 21.1419702910201,109.00639753467 20.5351622284131,108.352448768934 21.4695840332002,108.904844117197 21.4181387010996,109.40123416902 21.4870209756847))
16|POLYGON((110.144903878409 57.4156864498707,110.511727315445 57.080083467017,109.595547748571 56.7201546460483,110.483379558067 56.383219673219,110.012467120453 55.9298292520045,109.193897725982 56.1636156786868,109.171676034497 56.2329450468253,109.570311971392 56.7597536997005,110.144903878409 57.4156864498707))
17|POLYGON((53.6266187337104 -31.630820772492,53.9719852723656 -32.1592594570827,53.4452588812031 -31.7881935374656,53.0854957661663 -32.2152573874475,52.736006965743 -32.3243033787826,53.0568517701586 -31.4595309476362,53.6266187337104 -31.630820772492))
18|POLYGON((-15.2546691897386 -25.3531775479498,-15.2537558527688 -25.9029414581967,-15.8761143359639 -26.1249554764221,-16.2266704384469 -26.6455560188777,-16.3091697491447 -25.7565861785039,-15.2546691897386 -25.3531775479498))
19|POLYGON((152.211523663371 -2.35107329166529,152.367771563275 -2.61288448993247,151.729290585719 -2.97428922823606,151.65604786472 -3.24232182465223,150.847813767829 -3.16598578683658,151.609490138439 -1.84244248300347,152.211523663371 -2.35107329166529))
20|POLYGON((164.96643348672 -3.74749174636993,165.876503699914 -4.11442342077281,165.044396355829 -4.82622084815502,164.499894440387 -4.25747111155806,164.926345600668 -3.77992198757125,164.903735291507 -3.39772137080608,164.96643348672 -3.74749174636993))
21|POLYGON((9.14958235309534 26.0601765401409,9.53509863133777 26.0585327636433,9.26358443694167 25.7739628252834,9.07881795667378 25.989893848416,8.49947361377735 26.5704852652403,8.89435132133985 26.2599037895766,9.04406428101315 26.5180211619773,9.14958235309534 26.0601765401409))
22|POLYGON((-19.373597183086 10.5760124880972,-18.8517955127809 10.5292813500321,-19.5219155506125 10.0514463974636,-19.9497819013898 9.682225402867,-19.6201479418752 10.5715503046893,-19.373597183086 10.5760124880972))
23|POLYGON((-1.90026007746511 -24.9917367198317,-2.15912061860887 -25.632762341096,-2.84069992333867 -25.7077294600012,-2.64607107896725 -25.3261197506188,-2.41799027034776 -25.3401023536417,-2.7944482460146 -24.6218665427619,-1.90026007746511 -24.9917367198317))
